110593;Контактор ПМЛ-2560М-25А-220AC-УХЛ4-Б-КЭАЗ;"272 | Мощность двигателя Р (kW)  для AC3, V=380AC = 11
552 | Номинальный рабочий ток Ie (А) для AC1, V=400AC = 40
146 | Габариты изделия: Ширина (мм) = 129
148 | Габариты изделия: Высота (мм) = 90
149 | Габариты изделия: Глубина (мм) = 105"
110594;Контактор ПМЛ-2560М-25А-24AC-УХЛ4-Б-КЭАЗ;"272 | Мощность двигателя Р (kW)  для AC3, V=380AC = 11
552 | Номинальный рабочий ток Ie (А) для AC1, V=400AC = 40
146 | Габариты изделия: Ширина (мм) = 129
148 | Габариты изделия: Высота (мм) = 90
149 | Габариты изделия: Глубина (мм) = 105"
110595;Контактор ПМЛ-2560М-25А-380AC-УХЛ4-Б-КЭАЗ;"272 | Мощность двигателя Р (kW)  для AC3, V=380AC = 11
552 | Номинальный рабочий ток Ie (А) для AC1, V=400AC = 40
146 | Габариты изделия: Ширина (мм) = 129
148 | Габариты изделия: Высота (мм) = 90
149 | Габариты изделия: Глубина (мм) = 105"
110596;Контактор ПМЛ-2560М-25А-42AC-УХЛ4-Б-КЭАЗ;"272 | Мощность двигателя Р (kW)  для AC3, V=380AC = 11
552 | Номинальный рабочий ток Ie (А) для AC1, V=400AC = 40
146 | Габариты изделия: Ширина (мм) = 129
148 | Габариты изделия: Высота (мм) = 90
149 | Габариты изделия: Глубина (мм) = 105"
110597;Контактор ПМЛ-3100-40А-110AC-УХЛ4-Б-КЭАЗ;"272 | Мощность двигателя Р (kW)  для AC3, V=380AC = 18.5
552 | Номинальный рабочий ток Ie (А) для AC1, V=400AC = 60
146 | Габариты изделия: Ширина (мм) = 77
148 | Габариты изделия: Высота (мм) = 129
149 | Габариты изделия: Глубина (мм) = 115"
110598;Контактор ПМЛ-3100-40А-220AC-УХЛ4-Б-КЭАЗ;"272 | Мощность двигателя Р (kW)  для AC3, V=380AC = 18.5
552 | Номинальный рабочий ток Ie (А) для AC1, V=400AC = 60
146 | Габариты изделия: Ширина (мм) = 77
148 | Габариты изделия: Высота (мм) = 129
149 | Габариты изделия: Глубина (мм) = 115"
110599;Контактор ПМЛ-3100-40А-24AC-УХЛ4-Б-КЭАЗ;"272 | Мощность двигателя Р (kW)  для AC3, V=380AC = 18.5
552 | Номинальный рабочий ток Ie (А) для AC1, V=400AC = 60
146 | Габариты изделия: Ширина (мм) = 77
148 | Габариты изделия: Высота (мм) = 129
149 | Габариты изделия: Глубина (мм) = 115"
110600;Контактор ПМЛ-3100-40А-36AC-УХЛ4-Б-КЭАЗ;"272 | Мощность двигателя Р (kW)  для AC3, V=380AC = 18.5
552 | Номинальный рабочий ток Ie (А) для AC1, V=400AC = 60
146 | Габариты изделия: Ширина (мм) = 77
148 | Габариты изделия: Высота (мм) = 129
149 | Габариты изделия: Глубина (мм) = 115"
110601;Контактор ПМЛ-3100-40А-380AC-УХЛ4-Б-КЭАЗ;"272 | Мощность двигателя Р (kW)  для AC3, V=380AC = 18.5
552 | Номинальный рабочий ток Ie (А) для AC1, V=400AC = 60
146 | Габариты изделия: Ширина (мм) = 77
148 | Габариты изделия: Высота (мм) = 129
149 | Габариты изделия: Глубина (мм) = 115"
110602;Контактор ПМЛ-3100-40А-42AC-УХЛ4-Б-КЭАЗ;"272 | Мощность двигателя Р (kW)  для AC3, V=380AC = 18.5
552 | Номинальный рабочий ток Ie (А) для AC1, V=400AC = 60
146 | Габариты изделия: Ширина (мм) = 77
148 | Габариты изделия: Высота (мм) = 129
149 | Габариты изделия: Глубина (мм) = 115"
